curpcliente,telefono
BRHY428670SAUIBU90,2276567563
OABP456903CQGQEY88,4662379354
JZIL671611DMAEKJ70,3373341994
ZNRM037584UXCFWX94,1632482440
TANY214305YRHIAW79,4030539060
IMKP518070EFQZQB32,7140164705
BHVP014650PUACKO15,0442843107
GDLL185982MWVGQK65,1088080143
XNZM364642NASFRB75,4374922188
CZLD348885GMTMCO32,1562307198
HRLP378167FOEEFI28,5636798017
QQQD893571RFCOUQ86,3592747155
AENL684941QOKPKA71,2466028369
ZYTQ446145WEATJY18,9654984134
GVUO697256XXOBRW46,0936836260
INMN615944YWYGRO97,6690620556
ETOL969098ZUXLQL90,9010152551
UOJF359532FBLQUD52,9745198558
KEUM875769IIQRTL22,8675386583
GWAW396177HOAVFA18,7071921144
UPJR236066TYUDAX88,8598022135
XMEB711464AVBZRN46,9069144878
BKZQ449966SNRMWX97,3869337464
RTYY814098LJQJWG25,9663158185
ZICB591690KKXRSU22,7254351232
RJXP067912QXSLFR28,9687995301
IZKX718716VHAMYU87,8348989111
ROXP920459FZTZER58,5720881042
UAQM123584PIVWDV23,0858303306
SZTW584899GYCHWY14,7319232376
DVEO509214MRDSIW74,1545948145
MESP126540UUIWDQ50,7623100101
BRYO691448MMSKTS28,3136801919
HLMO713806YOYZGF76,2933239029
VILF017837UESIZT66,7032117176
VMQD940470AIHVGA46,7953512747
VYCH604766UMCWAN44,1076105024
HNUF976489FCKRYU18,6177477951
STKC736360RHXAHA57,1582740235
BAIT320650WTOFDE61,2039332891
RZNU788378OGRWPX93,6549140988
YENS998318ZLGDON98,9755631403
XCFC015676RTQJOG77,4617857937
DNXI785162UCHYAX48,7608139114
IVQP123004EYFYWY66,9693977455
POXG122017UIVUDU28,9389786755
FUMM423588DMFCCI09,8060285024
INOI822784YLDQPZ24,6878046127
AFJH952733HXCITM84,1315764723
QFKD748367RSYIHE27,3221726720
WXJH743124RXLMQF03,8324450827
MSJB331232EASJWF13,8789347222
KIBO790071ATPSDT25,6898220239
KDEU889588SPNNHF64,9303393475
BWFD442331EAFDRD42,3409619444
EWWW755570RPKJCA40,0500705111
ZDKO579363NYLNED00,2456309331
KGJP768495HWHYKQ92,5116052553
KJAD296930TMWIEL34,7699228100
VIHA075334HFDHPO81,8101834178
RVFZ416599EDSRGF79,4671432982
PVHS334811JEXNFZ44,1585434820
SOAA604553QWYJDX65,9379404145
CWMD182964SLFAFH07,2227483247
TCTV281558ZXWRAS19,4757520022
JAHR545264GDLJTF67,2791708284
JDTF281362SGBSYT68,6024202521
HDWT344803OITRDD33,7726081222
GVZN377658SCUOFO95,4408192469
SXLX345174IPUNNO11,7895294644
STIV278807JEOTZP28,6682128883
YZEV489551HXNUVY11,9276310530
FTEZ758634UVHKVK64,8469334241
WELK676528JRWVJL44,5755351938
IFBP287325FNTDBL66,5542930826
IGIF019725ICOEPL30,6739401470
WVLQ290924XFALLS42,6626219295
XEIP644635NHUWUI77,2272305361
WJZN834867MNNUVR83,1885965359
OUJX896062HWSMJN86,3657339743
CNVA064297WQXSRK60,3516162387
MBZQ934684RVNFFR98,6734782028
MJML844563KXZGXG20,0893202271
BLPZ113033DRQNJE26,1454866652
OEUG066528EOGWNU41,7496949500
XMLF994038LLCLHP92,6604914367
YEQC491345CBEERK43,2841499064
QDVD429679IQBYDZ44,7543138295
HSDT872298JSNGVB98,7016657443
VUHD190165IMZCQY21,1583517998
CCJG770918KISBTP94,4126001863
AXIF024453ACTXNG94,8901503732
DAHH266652XKKHSO34,0889196967
XJSU821438ZXGKKW14,9204176095
CMXZ581474PTJORE79,9729285778
JOHU472093PKHTJU11,5545028445
PDKV429657ONYUXZ35,6077541449
EWVN524379GPWNVN81,8759665207
WUMS557963PPVYSZ84,1166394113
WPFN853593THRPDJ35,2441845303
YTUP363863SBENXE61,8445849804
BYZZ749423ZAJDZB06,0138534556
RZHF974792UWTJGR03,1466458651
EFAM904951MJWATY15,3415906893
VLSN100216WZHKQU10,6241972574
RRII347062YYYECJ22,1167088139
JTTU062052RIHFRI89,2536245718
YUFC894849XPWJBZ26,0022471746
HSFC730227AVGRNC36,3857937297
HBRJ802573EDKIFP85,1242492472
ONRK007035ZVFIDO30,8515743070
BEJI218649ZCBRLQ57,7000184479
JWRU938348QXDLUT72,2722775332
HMCJ934924QRMKTW37,2002256351
MUPY924345JPWFWI62,4080376543
KQWP008757XDXCAN63,0186843778
ELXB575966RQKSKF44,8493335634
QGKP900739SKVVYF78,0342537369
VTTM689813OKRNKL60,2808268626
XMFE121515RAHEBK56,6856320836
TDEF564522HQMDAK79,4347156671
GXLE971487YRGRDM34,4472035270
PHYP613347DSACMW51,7369839813
TMWM453623SXCZUI85,6052926268
MIMG241256DLWZMP49,5769455613
EKAB133830DMMBYE32,5464838863
KQTK874811VEGWIS26,0761806204
XLSN770773LSVGPF59,0796467724
XHGS092928LZJFJB86,3347065114
ANWH345201MKSGSU05,4526751315
QPPO016012WGYJRC44,7660555507
GKSE848043ZJCIMU20,3493972478
PICV086144BRZEVE99,5680997970
UCVF696192GVHYVQ04,8659588752
QFMB764028UTHFAG13,2843349203
URHE285027WFTJFO59,5911737014
UJUB023155UZRKTQ21,8875588642
NJMI790407QWBFZT96,0459155421
ICLD835104QLKQUR72,9783417915
SRAC843740OIRKKE70,9662616621
RDVK455489OEFBZT51,9229126961
LYZN640687QKWMRG14,2946962811
YUFQ375179ZSKERB41,9949509474
ITCF899831LRZUEV15,8260440700
CWUV726348OZTIAH85,7141504163
ZEGK958719JUUHEB80,1913783905
RZHA009833RAFITO92,3392634293
JDXE829054NXBLFA85,1652548148
SYNF460619ZVYBRU08,9649910490
WWRD553799GHVUWJ12,0045877593
PCXY232994OVYZWY54,8924647682
VFJW759071WUAIIQ26,5736090813
LWBX730531SOLWBE79,5047947587
DFBC782340YMWIHZ19,4380316869
ZLDE404846UVBNMF67,5766494521
EIWO793920VLKKBF42,3523336987
HRFI684116DTGUZG96,8760089940
HNML645864VSZZNV26,1095266228
POPK670116DOVPHM57,1765253985
GYMO304328FQCMNW19,8584175622
UFDF313142NSHSUM08,8491607105
CHIC157172SXGNNQ54,9573129201
NIQJ367285TXXCHI08,3315252129
FKQS626219SLNJDM90,4550842834
IFCF262955QMLBBX55,3312020544
BPOP067187HSSKUS51,0803153944
TZPL513792GOWIUP13,5853489903
RDOI022667ZZBFXJ60,3561200038
DPPY267706VHGNRD67,2185040286
OVLT371668MFSBXQ15,4257726880
SGCG822734ZNLITO36,5676306266
ERDX734115JVXVXF81,3822885675
RUQZ072706GUISHM51,2789628295
EIVC413824HRWJZL38,0048899089
VXXF026894NOPEBG74,0418729943
XDIE278888NXAWKH87,8569295841
CMBI264181UCYEGI82,5233116809
LDAW195785XBUTJZ64,6773701443
OTBI325795EHZMRL72,2560641706
DJTJ996369EOEXKU14,7324733847
RGRG090064IUZVXM93,5736105979
QSFF911436KCAMZW65,7658321609
CNPI080321AHCMPZ00,1476438061
DPQP667185JGLHLP86,6929048944
RZYM944222PFXATN97,2208267127
ZDTC039843EQDZGT88,4620284890
YOHI711523VKGREO08,9696042686
UTWL521614ZTKXJS57,2945717587
OFLR704660MWBFCU66,5600508429
PJQV859309CFCLWW65,1615822431
BXVZ656560LERTAI53,6263072392
KQDB750643GCPWDO35,7841555849
RNES145080GAKREF24,6858984352
TGIO980143MOIMIK15,7233455155
BHHO439409DENVUW52,6729092604
LZJS404729UACBKW06,5239167754
SZXE089768XOYRGT26,6381376058
URDB237306TDAHIZ95,8620930807
FOND158041TLCRXJ68,4345894117
OANA175653XJGDLV15,2592948969
JIOU807341LWZTIY56,5166345294
FVUX696182YZAQEH00,1140874092
BAMW913311GGVOOC23,4868937635
ZMKT478443XRKBKR24,7040740171
BOYX402009KPZGDA82,8185267038
ZQHV260133LGRHFX32,9363655305
IJII503953NQYTDI93,3637630934
OBOJ131545EZVAMH99,6323859350
MJFL730088WDOXSQ11,4737581835
PDXE322818XSPGUP52,2031442501
TEMV885171HKXRLV24,4782682146
FVAP386158TWQMWT25,0354274775
WHJM130631QTRTZT37,1523851267
CBZG313066CNXMZE95,8727942631
PXVA404796JYKXOM75,9275581332
ABQX142059AQDSNX35,5474116346
DDRX556950UWWHXM56,6672639852
HQBI319273HKOSWA81,9117468775
AUPE678080FBXTLY79,3757125687
NKUO106429JWVDNS05,6511369400
JJYR169246HKPPKX16,8004506849
LUVI602090DWZNAU15,0018543198
XWTB648112MLQOIF46,6426220974
HWZP845257VBMXYK31,0762091499
FYMT759596IOSJRS80,3637049094
QFQA558301BUWMDB16,2664856026
GQEY165571VALQHE39,7097639264
KOLQ262904UYIGCW84,6226336311
EQDY989834NYSEHR03,2315541609
NRFB504362YALVVN97,5751021973
QXHX742198NJSIAW26,5458877478
XSYP181318MVLRID70,0909040477
MXWK252063BKTMRC37,3432951769
IEJW008667SKRHIJ00,5550412739
FBBO125834RJLEGG84,4408552896
HTMN411425WDBXXI94,8793186840
UFYX907248KCKIPM75,1894164402
CBVU445593XGSUPH28,6161703211
UGOY157902RXXYAE19,5664529336
CVNQ202769IPHQOP10,0864527609
RVIM137917PYDPEG22,2319285516
YTQE861189UKRRNY78,7652459433
OFVC296652BPCSIT90,8111849724
PKQT389605NIWYDG35,9092093252
NCIP539401PIFSUV70,7516224210
XEKO087755DWUQCR25,2313358046
CEXQ527954NEDUHU22,0582912200
NNWI090478CVCNGG52,7064148931
FFXP674798SNVNJZ72,2026313092
DSQB471259NVETLK58,4221575700
OFFU612187GABBTN51,4958886172
LZHO105740EDUJEJ21,3090532336
ZHSN648958ROLSYG06,2304641207
MHQZ252955AJTLQB35,2683930082
QILE647790MVCUWD04,3284906222
PITT253139WGPYCZ49,7303551939
GWNN821801XUURKP03,1695292630
JWXQ109171QFCEOU99,0099108064
FPKO180432ZYPAMN18,8739843236
ZFLS920962JZPFZM88,0175226637
GCCN740365UXQLCC11,4324350178
TNFC851000GDDWGM37,1212589320
TBRZ041351ACGIXA03,6434963705
PJDR647159VMLGAE15,1745852868
JPZT569951WAFTFN98,6504397662
BLEK220685HZDZAQ02,3353436636
UZEC551399XMFKWC93,9019299165
NTRZ748259BGAZUM05,5563109249
JCEI225149QUZJFC70,6868705799
